text,label
"people think telling others sin good? doesnt bible say one sined throw first stone might think sinsor better yet might think sin forgiven judge others?is easy criticize find flaw some1 elseits harder seeing sin First all, poor christian many rules, hard remember all. OK, next think job SAVE u poor lost souls. The thing need saved burning people stake, raging war u innocent pagans. See let u worship Mother Earth live peace harmony. SINSHA And harm none, will.\nBlessed.",1
know happened Dalit untouchable India? nan The dalits time reminded dalits politician selfish gains. Otherwise different Indian citizen. Some still poverty line.,1
"Looking information Vietnam Unit called 120th Transportation 1st Log Support command 1969 1971? nan For locating information Vietnam unit, consult listn.",1
Good morning!im searching information concerning easter tradition Belgiumthank you? nan Maybe link able help question.,1
"Does anyone know get touch indigent lost relative Hawaii? nan happen tried week ago find indigent person HI. \n\nFirst off, indigent person get state assistance, inquire state. They choose choose answer questions. \n\nSecondly, contact local police see person record, choose whether give information.\nn\nthat's local police Island HI. They looked information person record there, tell try local police islands. \n\nHope help.",1
"Is anything like dorm non college adults? It'd like apartment, basically one room per person? think would cool single people can't afford big apartment, way, would always people around. wondering exist, does? yes exist, called effiencency building, everyone thier room, share common areas, rec room, kitchen, bathroom etc. They also cheap usually charge weekly, typically, hotel longer hotels, turned type complex.",1
"Where find book full information religions? nan Mircea Eliade 1907 1986 wrote series three book called ""A history religion"" cover every aspect major religion treat upon sort minor one way back prehistoric religions.",1
"If God wanted u Gay? Then can't gay people babies? God never wanted ,these people want gay.",1
"What name people living Jesus's time? must write Epistle style Paul New Testament class. need name call name someone I'm writing to. would like original, yet real name used back then. Does anyone know any? aguila, paula,phoebe, damaris\nmartha.",1
"Why Evangels Christ one? nan Actually, four. Four accepted canon.\n\nEach Gospel tell different POV. site listed source may interested in.\n\nBtw, one Napolean Bonaparte many book him.",1
"Does anyone think Hebrews verse 10,11,and 12, might talking big bang therory? If intellectual use big bang, happened accident theory, might eat crow. Since Hebrews written long time ago someone scientist. Hebrews 1:10 12n10He also says, \n ""In beginning, Lord, laid foundation earth, \n heaven work hands. \n 11They perish, remain; \n wear like garment. \n 12You roll like robe; \n like garment changed. \n But remain same, \n year never end.""\n\nI've doubt cosmic change happened abruptly, may big bang! And not? The ""big bang"" theory support awesome, God driven creation! The beginning. \n\nGenesis 1:1\n In beginning God created heaven earth.",1
"wht religion people die religion, don""t pray one god blood one red? nan totally agree\n\nWe brother sister planet. We love other.",1
"How live world? If respect anyone think fool, wrong? nan gain respect someone respected, loss there?\nthey proven fool, longer due respect even acknowledgement!\nput ""do regard file"", move on.",1
"write liner? poemtry it? hehe? nan I'm decent poem writerbut write I'm down. now, goesdon't take seriously, dark.\n\nWhat life go bust\nAnd one trust\nSometimes make want cry\nOther time want die.",1
"Jesus Freak? Why suposedly Christian person sit belittle others belief life style, ect feel superior, ok thier eyes? Didn't Jesus preach tolerance? Did miss ""its ok bigot"" class Sunday school? If show Jesus ever tolerant, hypocrite His Day, agree you.",1
"right ignore her? decided friends, wasnt yetwithin week never called all, call back call meeven see afar, longer approach go somewhere else avoid herive made best time away hermaking new friend hobbiessometimes feel guilty thoi think really wanted friends, im afraid get hurt avoid heris right\nAdditional Details\n\nPS\nwe never really relationshipwe realized chemistry still feelingsshe kind dumped When girl dump tell want friends, really. They trying spare feelings.\nShe probably glad avoiding save trouble actually pretending still friend you.\nMove onShe already.",1
"What red blue mean aura? went psychic an told alot red aura bit blue. What say? Different people read color differently. Red mean anger, high level energy passion something someone. Blue mean sorrow, inner peace, intelligence.",1
"make bad spirit go away impossible make possible for? make bad spirit go away impossible make possible top astrologerswitchpagan etc. trie alot. spirit fo real PRAY, PRAY, PRAY.",1
"Is Bigfoot real? Do believe existence Bigfoot? Being square tell beyond reasonable doubt big foot real enity, And close encounter big foot creature scary kind squad soliders station Washington state. And say tense scary moment Another thing never forget odor creature gave close make eye water also added fear.",1
"native american+headdress? beautiful headdress feather become dusty years. Any idea could clean it? The feather white want anything would hurt headdress. Contact museum see suggest go google find American Indian website ask there. I'm sure headdress look like beaded? old? tribe? If know tribe, I'd contact nation.",1
"Which would choose one choice. Ugly face, fantastic figure beautiful face dumpy figure? Remember one two choices. Well, would say ugly face fantastic figure Cos turn light cant see face. If else fails, time go plastic surgery.",1
Am still around? leave? I'm still round. Ans long are.,1
"violated loving nan If tattling troll turn in, receive notice violation ignore it. They can't touch important way worrying stressing or, worse yet, getting upset angry soul harm loss point.",1
"You get water beige pant right giving lecture 400 people. What do? The sink faucet powerful. You 30 second due enter lecture hall change clothing available. Your shirt long enough cover area. The podium one see ones. It look like little toilet accident. Stand front podium, take audible deep breath hold survey audience seconds. Begin lecture saying ""I know thinking"".",1
"afraid talking people especially taking seminars.how get stage fear? student need confidence improve existing skill especially communicating skillswhat eradicate stage fear When stand front group, make connection one person time. Just look him/her talk though he/she one room. Then next phrase so, switch another person, talk him/her like would sitting kitchen.\n\nAs saying, practice points, know saying, remember talking want help people? Excite them? Remember make connection audience, one person time.\n\nYou also try Toastmasters, great way get practice.",1
"What thought Pastor Dr. Creflo Dollar.? nan think good heart, trying provide service tho ewho hurting financial turmoil. However, ""name claim it"" message sometimes little misleading. Obviously, God's go trial without extra finances, pray strength get ti time wisdom avoid next time, jsut God take away bless more, more, more.",1
town Britain would like abolish why? asked earlier liverpool abolished find accent incrediblly annoying. got mixed response. want know anywhere else people would like banish country\nor good!? The town Cherie Blair bornthat'll teach em.,1
"Why guy mean around girls? nan Well, sister, let tell sure one way street. Its guy mean girl girl mean boys. think mean nice people general. Believe me, I've overly nice fair share lady treated like good enough doormat walked on. In breathe I've nice guy make friend step too.\n\nDon't give u boy label u ""meanies"". Because u nice boy looking nice girls. think need signs. *Puts I'm nice guy button* \n\nCheers!.",1
"What's wrong me? pretty good english. well school But seem speak english well. speaking well stammer alotwords flow mouth. need think alot say something And people mistake rude maybe even consider snob. But not. And hurt alot Practice reading english book loud yourself. Try find one alot conversation show speach pattern people change talking. I'm sure nothing wrong you, except maybe little bit insecurity, great. Best wish.",1
Do know real cowboy is? Not sheep herder!? nan sheep hearder called shepard. Cowboys ranch work.,1
Would You Like To Frnds With Me nan nan.,1
"drinking problem? husband alwayas emmbarases social gathering,after 3peg controll himself,n start talking much,he seniour manager,i dont feel go anywhere type party.we lady get boared drinking session last 3hours.next mornning talk say enjoying,that yr problem people get bored.please help matter bos MD big alcohlic react issue.my husband loving careing person hardly fought,but new bos always pump dont listen woman let enjoy. Find Al non group join. Al non one affected one drinking. You find help support need deserve meetings. Good Luck.",1
"How common name Mandi? nan Eh Speak devilMy name Mandi. dunno really common is, butYeaWonder common middle name Leigh is? Ha.",1
"I'm looking outrageous Bible Quotes? Years ago received email listed number outrageous Bible quotes. Some incredibly funny. Such as, bear me, I'm working dusty old memory ""A woman remain house day following end period shall punished stoning"", ""he work Sabbath shall right eye plucked out"". These exact get idea. Has anyone seen these?.",1
"HI rommies,gay lesbian answer please? What would reaction told mom gay go tell everyone could think lesbian wanted person know, would told p.s.she best male friend gay never disrespected like ], lost little respect left dont believe position tell anyone mine choose tell someone Thanks help. Let know feel. If continues treat like crap, move on. She's one losing out.",1
"What's best esoteric/spiritual image could draw Aunt? It's going gift Aunt whose sort thing. Is something could draw specifically good luck long life? The Tree Life various religious symbol throughout branch cross, Buddha, All Seeing Eye, hand Heart, fish, rainbow, religious symbols. might also consider placing drawing family member around Tree Life might allude family's tie tree.",1
"If God son Jesus, mean Christians worship TWO gods? Hasn't become polytheistic? good point.",1
"Why evolutionist creationists cannot join hand brain seeking universal truth? nan Good Question\n\nI guess individual's reply already ""joined hands"" site hope others also adhere request.\n\nThe reason done course site available we, creationists evolutionist BOTH, CYBORG, kept isolation one another religious leader one side ""scoffs"" intellectual Academia other.\n\nThe debate mostly hand ""experts"" societal disciplines. Health hand Medical professionals, Politics hand professional used car dealer lawyer politicians, environment hand Industry government bureaucrats. It wonder feel ""disempowered"". We gave away power ""experts"", thought. And feel ""disillusionned"" ""experts"" are.\n\nWell now, will, starting me, join hand ""make decisions"" important issue change mind realities, one time. It's education process, begun. Your idea issue important ""experts"" idea issues. \n\nWe take process next stage take ask for, legally politically binding vote ""issues"" ""DIRECT DEMOCRACY""We soon it. Those debate also begun. \n\nI would like see ""parallel election"" taking place line see many participate. The vote would ""people"" ""representatives"" ""issues"". We would still need representative see job get done called ""public servants"" ""bureaucrats"". The ""elected"" representative would become ""PR"" man ""decision maker"". The people would decide ""true democracy"". That ""vacuum"" suck society ""Age UNCERTAINTY"" ""PROBABILITY"" Quantuum REALITY. We know lead, choice. This already done country ""switzerland"" state Washington, Oregon, California, many moreAnd socieities fallen apart ""stable"" ""progressive"" community planet. Switzerland place everyone ""place"" money States ""binding ""initiatives referenda"" outperform country still use much slower inefficient ""representative democracy""\n\nWith ""theological"" questions, expert get info ""authority"" ""not present"" communicates ""HIS"" MALE, favourite 'CHOSEN'Those PRESENT cannot VOTE Those ""decrees"" Divine"" would ""presented"" relgious ""receivers"" ""channelled"" message would voted ""multi denominal electorate"" would include ""philosophers, atheists, agnostics, etcto ascertain ""message Divine"" least ""criminal"", hate mongering, loftier ""highest"" logic available u ""experts"" claim ""at arm length"" ""so called"" ""DIVINE""In words, ""atheirsts"" ""agnostics"". Numbers would still decide would immediately remedy situation education site.",1
"What kind sock YOU wearing today part question, woke morning taking shower, saw favorite pair socks, guess look like, and, kind sock wearing today Im going guess wearing worn pair floor, right im bear foot.",1
"Please tell atheist heck JOHN 3:16 mean Does something football 'Cause always see end zone. Why kick ball hit baseball shoot puck toward JOHN 3:16 Do get extra point think mean get 3rd 16, better pray, else end punting! :o Maybe John patron saint 3rd conversion.",1
"do/ tie Sumo's topknotis web site go instructions? nan You referring cotton mawashi used training? The junior fold front end black mawashi neat triangle covered held securely place final lap belt. \n\nThe sekitori front end white mawashi hanging end tied back, casually loop tuck front fold loose end top slightly insert in, thus leaving sort tunnel viewed side front. \n\nFor silk mawashi use tournament, front end folded neat triangle way juniors'. \nFor basho, sagarithe strip cloth hanging spikes, tucked front final lap. \n\n\nI assume link got looking.",1
"Please answer true psychic? reading done someone really whether trust not. He said quitting barber business getting something else. wondering, see instead barbering? Because I'm trained anything else could make enough money family live on. could go night school, clueless know direction go. thank you! Hi!\nHe fake money paid went addiction.\nI afraid barbering longer. see taking care people nurse's aid actually.\nI also see working small child daycare center. You find money problem eassing lot coming year male life.",1
"Is possible Russian girl Turkish Adygean man create good family? nan If share common values, e.g. religion, raise children, etc., not?.",1
"Are rose good gift give mother Christmas? I'm stuck give momma No! Give rose reason all! You birthday gift mother's daybut buy flower special occasions, mean much morethey're love wanted brighten dayshe'll cry never forget that!\n\nGet new book favorite author, new set really fluffy soft towels, buy certificate movie theater dad go date volunteer babysitt. know thing mom would LOVE! Just think thing to, bit easier.",1
"Is Burping taboo Australia? suffering heartburn burping make feel good especially full meal. My Boss embarrassed saying acceptable Australians someone burping even said Excuse Me. tried possible thing stop burping can't help it. Please advise, Boss like feel humilated, descriminated embarrassed. Thank you. To honest never heard ""taboo"", considered exactly good mannersespecially excuse people ostracize society anything ridiculous like that. Your bos sound like problem me.\nMy husband also suffers heartburn indigestion occasion suck ""Quickeez"" lozenges, also get chew really help settle nasty feeling down. You buy supermarket convenience stores.",1
"Would anyone like join new JEDI religious cult If quality bring cause It's new cult, going 20 year can't believe know.",1
"Why people beleive ""they're fighting U.S.""? It make sense.\n\nThe attack American soil mainly done Americans.\n\n9/11 simply result overseas provocation.\n\nAmericans Iraq killing, raping, destroying is, anything, increasing chance attack U.S. soil.\n\nHow anyone beleive otherwise?\n\nThe U.S. cocky. Other nation learnt war seen tragedy right infront faces. Americans course support war know harsh realities.\n\nSo, I'm almost positive attack U.S. soil. Precisely U.S. militaristic now. know believe it, either. People, like creature Earth, want trouble. They attack unless provoked. The ""flypaper theory"" like call it, tantamount saying going poking hornet's nest protect u getting stung.",1
"Do people right complain war never personally affected one? Not supporting war, issue seems complicated one sided. everyone life country war affected it.\n\nit change economy. change local security measures.\nthere many way war affect u everyday basis never even think about.\n\nbefore 9\11 saw man middle eastern heritage. sitting suitcase front church waiting taxi.\n\nnow terrorist trying kill u all\n\nit sad, state war.\n\nevery country land affected war point.\n\nand affected year war\n\nwould want live Hiroshima today. still cancer case related radiation poisoning.",1
"difference Knowledge Wisdom.? nan Knowledge ""the capacity effective action.""\n\nWisdom knowledge knowing action required, also where.",1
"many people online think abortion wrong? also many suport defination marriage union man woman? abortion: cases, morally wrong\n\nMarriage: man woman.",1
"What tell Buddhist religion? friend buddhist skimmed general idea conceptsf religion.I curious,and want learn abit it. Start read book start believe yourself.\nIn every Buddhist country believe different\nBuddhism religion life fiolosify. sorry spelling word right\nreading learning make mind Buddhism. sound dull know, try learn lot life.\n\nBuddhism go back long time sound wise mature, many variation Buddhism come poin, live let live.\nThe problem modern age people treat Buddhism religion really is.\n\nWhat tell simple\n\nBe \n\n Buddhist married woman is.\nAlso living Sri Lanka dutcman Sri Lanka buddism\ngood luck understanding.",1
"created god?dont say himself.? nan This like asking, ""What blue smell like?"" Blue category thing odor, question flawed. In way, God category thing created, come existence, caused. God uncaused uncreated He simply exists. How know this? Well, know nothing, nothing comes. So ever time absolutely nothing existence nothing would ever come exist. But thing exist. Therefore, since could never absolutely nothing, something always existing. That ever existing thing call God.",1
"What motivation getting bed morning? Just wondering make u keep going everyday, routine only? Let know. Who get bed.",1
"Anyone else offended Thanksgiving holiday? seriously guy people USA originally yet holiday say must participate. WHAT THE HELL GIVES. ti banned. agree/ The thing great america decide want particapate do. If want celebrate thanksgiving then, holiday police going come you. think idea thanksgiving, people comming together thankful have, without buying present anything like that. Give thanksgiving try, great holiday!.",1
"Do think English universal language communication? nan Yes is, think suppose mandatory study English 2nd language school English speaking countries, many people understand least little English think first second language understand everyone world.",1
"For REASONS able obtain ""annulment"" the? Roman Catholic Church NOW DAYS for"" abuse ""if proven medical records, or"" infidelity"".i know would prove ""incapasitation.""by medical recordsBut mental abuse would NEVER able proveare reason annulment? In order marriage valid, man woman must free marry free sufficient knowledge maturity enter life long commitment.\n\nGiven requirements, following reason annulment.\n\nOne man woman pressured marriage either spouse outside parties.\n\nOne spouse withheld information would made person decide get married.\n\none person emotionally mature enough get married.\n\nOne person marriage never intended remain faithful marriage beginning.",1
"Which better kids, literacy faith? nan literacy important can't learn God unless able read bible. Sure someone tell good read bible say make sure person saying true.",1
"need help freeing self beliefs? Why one believe something afraid let family know? God Earth believer family call witchery bad way. put others believe. Families,especially parents, like raise likeness. Therefore, understand become independent able think developing ideolgy things. think always true beliefs. also believe God No One tell different. Even family members. Just ask respect give yours. It take strong person sometimes stand take stand something believe in. If believe God know thing possible him. Good luck, stand tall, believe yourself.",1
Who make ABLA fashion men? nan You mean people wear 80 white jumpsuit big turtlenecks. mean want dress 70s/ 80 Swedish pop group anyway.,1
"What think extra day given Government worker U.S.? Is drain tax payer money deserved bonus job well done.\n\nMy opinion remain nutral now, post later. Most government worker overpaid, anyway. Why pick taxpayer pocket furher?\n\nOn plus side, least rush hour easier without fighting massive SUVs.",1
"Old time worse new times? Ok, back olden day kid got pregnent 13, married. perfectly normal!\n\nbut Today see 16 year old baby, think ""how horrible!"" WHy? Adults say time gotten worse, really? \n\noh, My dad smoked 12! ""hip"" Now smoking teen disgraceful! \n\nDoes anyone notice this? Better worse.\nBetter physical advancement worse morality.",1
"fired trying educate students, please help? used teach 6th grade good job. When taught topic, taught side child could decide themselves. So taught evolution, also taught creationism, theory personally believe, life started alien named Jar Jar Binks, masterbated primordial soup, therefore starting life. soon fired. Do legal recourse? no.\ni believe evolution, FACT.\nbut need professional help.",1
believe god? believe go church pray. All above.,1
religion you? nan lutheran.,1
life? nan nan.,1
"What nationality would Foolery be? nan ah guido. foolery island frivolity right coast monkey business, south southwest naughtiness directly north trouble. quite island reach ride magical flying luck dragon island frivolity, master wizard griffindor enchanted whole isle wily magicks must say, miss place, traveled back many moon cycles. wish come next time visit, glad give tour, introduce griffindor. quite trickster himself!.",1
key theme laborem exercens sollicitudo rei socialis? nan Look Vatican web site full list encyclical.,1
"origin lord's prayer? What name person first wrote spoke lord's prayer? Our Father art heaven, Hallowed thy name.\nThy kindom come, Thy done earth, is\nin heaven.\nGive u day daily bread.\nAnd forgive u debts,as forgive debtors.\nAnd lead u temptation,but deliver u from\nevil: For thine kindom,and power,and the\nglory ever. Amen.",1
"must asked question wrong category!? asked WHY woman sunbathe topless, go shy turn around get book cigarette beach bag.\nSurely, shy, wouldn'tt sunbathe topless anyhow?\nSerious answer please. asked wife said: We do!\nWhat sort answer that! It get shy. When turn around cig book, something else sunbathing. So sunbathing topless, smoking reading Tried, difficult explain women's action venus anyways.",1
"Why Moslems pyajamas trouser bove ankles? Have noticed everywhere. The pajama length pant ""above"" heels. Anybody ideas, why? The wahabi sect Islam wear trouser ankles. sure think believe thats prophet used wear it.\n Most muslim prefer wear trouser normal way end trouser NOT touching earth cm floor.\n Reason1: The floor full garbage dirt dont want dirty clothes. Some thing considered unpure thus dont wan touch clothes like urine.\n\n reason 2: Respect. There respect person dressed appropriately like hooligan dragging pant everywhere sweeping floor trousers. \n \n Reason 3: Because trouser wasit line buttocks.\n\n Reason 4: Its believed Gays time Prophet Lut Lot used wear clothes dragging floor like trousers. So muslim dont want way.\n\n Reason 5: Take reason gateway mine. \n Thank yoou Gateway.",1
"Did knew priest, one written motto fox? It's written Jesus said, Matthew 10:16 ""I sending like sheep among wolves. Therefore shrewd snake innocent doves."" Who eatten dove? Who's cunning, fox priest? What's point? Anybody criticize. Do any\nsolutions?.",1
Is anything could make another person lose faith om God? nan Logic common sense.,1
"What Jesus expensive gift given ""Him"" Magi? nan turned 13 traveled along first cousin john lazarus land magi gift expensive traveled studied like prince 16 year.",1
good peepshow cincinnati? nan >:o.,1
BYZANDIERZwhat famous for? ppl around often talk abt guysbut theywhy making news come man.i can't believe none answer question.please search internet byzantio learn.,1
"Are culture associate 'good' afterlife 'down' 'bad' afterlife 'up'? Since Ancient Greek time West many Middle East identified 'up' heaven 'down' hell. \n\nIs universal among believe worldly afterlife excluding believe worldly reincarnation? think animist religion tend believe 'good' spirit walk among u earht, there's real sense 'up' there. But like question. It's interesting one. lot religious concept practice pas one religion another, nothing surprising general 'trends' like that.",1
"Why name Jesus mentioned publicly people become intolerant? nan Because Christians intolerant religious group is. If someone mention Alah, Arab, Muslem you, feel towards them?.",1
We always miss Pope John Paul II? nan He great Holy man. remember Rome 1979 seeing outdoor mass feast Corpus Christi. It whole world standing still raised Host. It moving experience. He truly Saint.,1
What spanish word Sunflower Starfish? nan sunflower girasol\nsatrfish estrella de mar.,1
best friendgirl liked little bit friendgirl liked ALOT? get problem im girl well stay friend.,1
"interest one woman .I convey love friend How know shes mind? Also heard love another person.But charm compared me.Till upto time speak her.What mind situation Why ""man up"" ask go hang sometime, see chemistry there? If is, talk it. That would quickest easiest way get figured out.",1
"radha worshipped krishna? hindu mythology,gods Radha krishna girl friend, lover .\nRADHA suppose part parcel Krishna.\nRadhas love Krishna pure without expectation return.\nLike soul body Radha Krsihna united.\n\nKrishna SUPER MAN .THE UNIVERSAL MAN Avoiding term GOD\nAll rest FEMALES If single MALE whole universe rest FEMALES JUST IMAGINE HOW EVERY FEMALE would like get attached KRISHNA embrace allow go females. \nIn situation KRISHNA manifest himslef many female thus ever female one KRISHNA dance with.\nThis figuritive way explain being creation attached one SUPREME BRHAMAN.\nRadha imaginary lover Krishna .\nWITHOUT RADHA THERE IS NO KRISHNA AND WITHOUT KRISHNA THERE IS NO RADHA, \nWE ONLY SEE RADHA AND KRISHNA AS TWO SEPERATE IDENTITIES BUT OTHERWISE IT IS INDISTINGUISHABLE.",1
"What think David ike ""mad enlightened.""? nan Hes enlightened. cool guy look like Owen Wilson.",1
General grant order number 11? nan That would moo shoo pork eggroll.,1
"evolution? one creator? nan Evidence evolutionn1. Vestigial structures.\n2. Microevolution observed controlled laboratory setting nature.\n3. The fossil record.\n4. Imperfect structure blind spot mammalian eye, example.\n5. Developmental biology reflects evolutionary lineage.\n6. Genetic analysis show similarity among specie reflecting evolutionary origins.\n7. Homologous structures.\n8. Many cellular biochemcial process conserved variety species.\n9. Vestigical biochemical pathway example, pancreatic cell light sensitive even though located deep inside body.\n\nThose top head. If like know them, ask.\n\nEvidence intelligent designnUmm bible say so?\n\nI think choice clear. It's question ""belief,"" rather rational thought, reasoning, examination evidence.\n\n\n_______________\nResponse johnblessed01n\nFirst, state point taken irrefutable proof evolution. said constitutes evidence evolution occurs. While one point prof evolution, taken combination body scientific evidence support evolution quite strong.\n\nNow address individual argumentsn1. Vestigial structures.\n\nWhere saw human tail bone best example vestigial structure? I'm expert human anatomy, deny tail bone structural function human body.\n\nOne example vestigial structure human appendix. It function. Removing harmful far surgery associated certain risk removed fun, surgery absence appendix. An appendix found several mammals. In human small known function. In rabbit many herbivours large used digestion cellulose.\n\nAnother example vestigial structure hip bone snakes. Snakes evolved quadrupeds, specie still retain pelvises, tiny protrutions bone location corresponds location leg quadrupeds.\n\n\n2. Microevolution observed controlled laboratory setting nature.\n\nI say microevolution prof macroevolution. However, provide evidence macroevolution may possible. On microevolution terribly compelling reason johnblessed01 described. However, taken context evidence evolution, microevolution provides mechanims macroevolution could occur. On own, prove macroevolution occurs, suggest possible.\n\n\n3. The fossil record.\n\njohnblessed01's response point demonstrated lack understanding process involved fossilization method associated reconstructing evolutionary history. Obviously ""geological column"" simplification. Scientists reconstruct sequence event based type surrounding rock I'm expert geology geologist could explain great detail different type rock form, carbond dating, various methods.\n\nGeologists distinguish sedemntary layer formed rapidly volcano layer formd by, example, changing body water low acting force nature. But again, method dating fossiles.\n\nThe time scale fossilization take place depends geological environmental conditions. These assessed based chemical composition fossile surrounding material, well factors. Petrification occur extremely rapidly in, say, bog tar pit, bottom.",1
"Did anyone else notice sleek dress like coat pope wearing today got plane? HOT Maybe God loaned him.\n\n\n\n\nHi, sweetie.",1
"Why mother decide must explain decision children. even rude? nan That's *good* thing. Children must know thing done, feel obey random orders. Think like 'Pay taxes, send jail' 'Pay taxes, allows u build road, hospital, pay teachers'.",1
"legal age either leave home choose want live with? dont mean loving relationship, mean child guardinship, look eg mother grandmother, child choose, help would realy appreicated Leaving home usually 18, choosing want live like mom dad seperated. The judge really start listening around 14 so. You go court latter one, see judge.",1
Do acknowldege following Prophets God? MUSLIMS please.? Isaiah\nJeremiah\nMalachi\nThe 12 apostle Christ\nPaul performed miracle resurrecting dead boy\n\nIf not? Please give proof feeling beliefs. problem translating name given\n\nhe wanted Muslims answer get true knowledge usually get quesions anti islam answers.\n\n\n\nprophets beleive Islam\n\nAdam Same name used Bible \nIdris Enoch \nNuh Noah \nHud Heber \nSaleh Shelah \nIbrahim Abraham \nLut Lot \nIsmail Ishmael \nIshaq Isaac \nYaqub Jacob \nYusuf Joseph \nAyub Job \nShoaib Jethro \nMusa Moses \nHarun Aaron \nZulkifl possibly Ezekiel \nDaud David \nSulayman Solomon \nIlyas Elijah \nAl Yasa Elisha \nYunus Jonah \nZakariya Zacharias Father John Baptist \nYahya John Baptist \nIsa Jesus \nMuhammad.,1
"bill o'reilly conservative cry war christmas? stupid.? nan Historically, around turn century, country fought Christmas Day. World War II took ""break"" Christmas day. Just respect season. I'm sure people bent Christmas thing. As celebrate pagan holiday, Christian one. Christians moved celebration December combat felt day much carnal fulfillment. Guess work hot.",1
"Why Can't Women Take Emergency Pills After 52 Hours Of Unprotected Contact? Well, know Pregnancy category, may involve moral issue seems. I'm volunteer family planning org. country abortion illegal, I've asked question answer far varied, make confusing. surely effectiveness pill. britain take upto 72 hour later, wait long 50% likely prevent pregnancy take straight away.\n\ni think fact longer leave it, likely embryo planted uterine lining, body signalled release progesterone pregnancy hormone. time, pregnant, much stronger pill cuase contraction unterus dispell embryo, work.",1
