text,label
"Brazilian Soldier Wounded Haiti Unrest By Joseph Guyler Delva GONAIVES, Haiti Reuters Brazilian soldier theU.N. peacekeeping force Haiti shot wounded Saturdaywhen peacekeeper local police faced gunfire crackdownon armed gang Haitian capital.",1
Chinese official moved Hu consolidates power China ;s Communist Party chief Hu Jintao moved close political ally problem plauged province Monday analyst say make personnel change continues consolidate power.,1
"British hostage killed Iraq: TV The British hostage held Iraq militant group led al Qaida ally Abu Musab al Zarqawi killed Friday, pan Arab Abu Dhabi TV reported.",1
"Leading Cuban Dissident Writer Freed Cuba ;s communist government freed dissident writer Raul Rivero prison Tuesday, latest series release apparently aimed cleaning island ;s human right record.",1
"God Has 4,000 Loudspeakers; State Holds Its Ears The Egyptian minister religion decided one official call prayer would broadcast live carried Cairo's mosques. Many faithful objected.",1
"US blame Islamic charity funding Iraq attack MARK COLVIN: In Baghdad, family kidnapped head CARE International pleaded British Prime Minister stop even speaking Margaret Hassan ;s name.",1
"Al Sadr Calls Militia End Uprising BAGHDAD, Iraq Rebel cleric Muqtada al Sadr want follower end uprising U.S. Iraqi force considers forming political movement, senior al Sadr official said Monday.",1
"Pope pleads peace Iraq POPE John Paul today issued new appeal peace Iraq Middle East, condemning quot;horror quot; violence well quot;the terrorism cruelly target innocent quot;.",1
"Danes find bridge love Chicago Tribune Chicago Tribune The train sleek fast night carry Christina Reves away country toward husband. It race Denmark's scattered marsh click bridge across water, stopping 35 minute later Sweden.",1
The China Post President Chen Shui bian said yesterday expect China ease military threat island Chinese President Hu Jintao took country ;s top military chief.,1
"Fears grow Falluja civilian Iraqis trapped besieged rebel city Falluja face humanitarian disaster, aid agency warn.",1
Annan asks China play bigger role UN Secretary General Kofi Annan told university student Beijing Monday China play bigger role global development world peace.,1
"Bush Twins Host Pre Convention Party AP AP Barbara Jenna Bush, president's 22 year old twin daughters, arrived like rock 'n' roll star Republican convention party Sunday, complete red carpet, camera paparazzo shouting smile.",1
Thaksin vow ;iron fist rebel south BANGKOK Prime Minister Thaksin Shinawatra headed Muslim dominated part southern Thailand Sunday promising act aggressively militant illegal weapon used deadly attack there.,1
"HK legislative poll point future When British ruled Hong Kong, pro Beijing politician fond pointing out, territory ;s people direct influence way governed.",1
"Rebels return 'cleared' area In Fallujah, US force going 50,000 house one one. But insurgent coming back.",1
"Blunkett expected resign Home Secretary David Blunkett expected quit Wednesday, BBC political editor Andrew Marr said. The news come amid claim misused office fast track visa former lover ;s nanny.",1
Cricket: Warne back face NZ Australia's Darren Lehmann Shane Warne return take New Zealand.,1
"Copter crash kill cleric ATHENS The Christian Orthodox Patriarch Alexandria killed yesterday army helicopter transporting entourage monastic enclave northern Greece crashed sea, according government church officials.",1
"Jitters assault wearing soldier NEAR FALLUJAH, Iraq The hulk 69 ton M1A1 Abrams tank barely visible dark desert plain, rumble engine filled night.",1
Anwar supporter defy police ban welcome home Malaysia KUALA LUMPUR Hundreds supporter defied police ban welcome former deputy prime minister Anwar Ibrahim airport arrival home back surgery Germany.,1
Court Votes Strip Pinochet Immunity An appeal court ruled Thursday strip former dictator Gen. Augusto Pinochet immunity prosecution 1974 car bombing killed exiled Chilean general man's wife.,1
"Hurricane Jeanne Takes Aim Florida WEST PALM BEACH, Fla. Hurricane Jeanne trekked westward Friday path could lead Florida's east coast Sunday, setting another round storm preparation state still reeling three earlier strike.",1
White House Rejects Trade Case Vs. China AP AP The Bush administration Friday rejected request 30 member Congress bring World Trade Organization case China charging Asian nation manipulating currency gain unfair trade advantage United States.,1
It's October It's Time Playoffs! Curt Schilling Pedro Martinez revved up. Roger Clemens Roy Oswalt rarin' go.,1
"ONGC ;s 10th acquisition abroad ONGC Videsh Ltd, overseas arm state run Oil Natural Gas Corp, acquired majority stake oil block Australia.",1
"Senate Wants Intel Chief With Budget Say AP AP The committee writing Senate's intelligence reorganization plan recommending creation strong national intelligence director spending power, leaving Pentagon charge military spy agencies.",1
Plan unveiled ease Iraq debt Germany unveiled international plan wipe ten billion dollar Iraqi debt war torn country rebuild earnest.,1
"China Pledges Stable Policies BEIJING Reuters Chinese leader closed key economic meeting Sunday pledge maintain stable fiscal monetary policy 2005 keep tight lid fixed asset investment, state radio said.",1
"At least 90 dead, 77 missing China rainstorm BEIJING At least 90 people killed 77 missing torrential storm lashing southwest China, disaster relief official said.",1
"Nigerian Unions Launch Strike But Oil Exports Flow Unions began four day strike rising fuel price Nigeria Monday, helping drive world oil price record high even though shipment Africa ;s top producer unaffected.",1
"US bolster force Afghan poll The US send 1,100 extra troop Afghanistan provide security next month's elections.",1
Iraqis flock shrine deal Thousands Iraqis walk Najaf city's great shrine peace deal take effect.,1
"Italian troop ;to stay Iraq Italy say intention withdrawing 3,000 troop Iraq face demand kidnapper seized Italian journalist.",1
"Concert blast investigated ISTANBUL, Turkey Turkish authority say grenade might caused last night ;s explosion injured least 13 people attending pop concert.",1
"Sri Lanka concern violence AFP AFP Sri Lanka expressed concern truce violation Tiger rebel top Norwegian envoy prepared return home empty handed failing end island's talk deadlock, official said.",1
Bush Signs Law Expanding Rights North Koreans US Asylum US President George W. Bush signed legislation expanding right North Korean citizen seek refugee status US authorizing \$24 million year humanitarian relief 2008.,1
Blair say Mid East peace key beating terror Tony Blair redoubled commitment finding resolution conflict Israel Palestine. The prime minister told Commons Wednesday bringing peace region quot;key quot; tackling international terrorism.,1
Sudan resolve Darfur issue logic positive action Sudanese President Omar El Bashir said Monday government resolving Darfur issue logic positive action. In address Sudanese National Council.,1
"U.S. Warplane Drops Bombs Fallujah AP AP U.S. warplane bombed restive city Fallujah Friday, witness said.",1
"Pakistan, India agree reopen second rail link ISLAMABAD: Pakistan India Friday ended two day meeting reviving Khokhrapar Monabao rail link agreed take necessary step early resumption train service.",1
"Heartbeat away third term TONY Blair yesterday entered hospital heart surgery, rounding one dramatic stressful week politics. Making sudden unexpected appearance national TV, Britain ;s Prime Minister.",1
"India test nuclear capable Agni missile India Sunday successfully tested nuclear capable Agni II missile strike target far China. The missile, range 2,000 km, fired 12.",1
"At Inauguration, Karzai Pledges 'New Chapter' Afghanistan Kabul calm amid massive security Hamid Karzai's inauguration ceremony, overnight attack provided reminder threats.",1
"Chirac criticises interference Iraq hostage release PARIS French President Jacques Chirac lashed private initiative secure release two French hostage Iraq interference said hoped would thwart delicate process, aide said Saturday.",1
"Nigeria Militia Leader Says Deal Reached ABUJA, Nigeria Sept. 29, 2004 The leader militia fighter threatening widen battle control Nigeria ;s oil rich south said Wednesday agreed tentative deal President Olusegun Obasanjo.",1
"Lanxess Moving Texas Factory China AP AP Lanxess Corp., chemical polymer unit Bayer Corp., plan move one factory Texas eastern China's Shandong province, state medium reported Wednesday.",1
"Iraq ;s top cleric arrives Najaf peace mission mortar By Abdul Hussein Al Obeidi, Associated Press, 26/2004 08:16. NAJAF, Iraq AP Iraq ;s top Shiite cleric made dramatic return Najaf head massive convoy Thursday hoping end three week.",1
"Darfur Mediators Demand Respect Cease fire African Union mediator peace talk Sudan ;s Darfur region say escalation cease fire violation past three months, must stop comprehensive peace accord reached.",1
"Barack Obama Gets ;1.9 Million Book Deal AP AP U.S. Sen. elect Barack Obama, whose 1995 book jumped onto best seller list keynote address Democratic National Convention, landed three book deal worth ;1.9 million.",1
"Britain back Iran war, say Straw Britain back military action Iran President George Bush decides confront Tehran second White House term, Jack Straw said.",1
"Congress Speeds Up 9/11 Legislation Vote WASHINGTON Racing clock, Senate leader applying finishing touch bipartisan legislation addressing Sept. 11 commission's recommendation House GOP leader prepare debate version, Democrats call partisan weak.",1
"Ukraine opposition rally draw hundred thousand AFP AFP Tens thousand supporter opposition presidential candidate Viktor Yushchenko took street Kiev, week poll, demand free fair election former Soviet state tense campaign marred incidents.",1
"Schilling Gets 20th As Red Sox Beat Rays BOSTON Curt Schilling became first 20 game winner major league season, reaching mark third time four year leading Boston Red Sox 11 victory Tampa Bay Devil Rays Thursday night. Kevin Millar Johnny Damon homered drove four runs, Boston moved within 1/2 game first place New York Yankees AL East.",1
"Money Now Sole Obstacle Khmer Rouge Trials UN Reuters Reuters Funding obstacle to\U.N. approval Cambodia begin long delayed trial of\former Khmer Rouge leader blamed 1.7 million deaths,\the United Nations said Friday.",1
"Dodgers' Green Miss Game Yom Kippur SAN DIEGO Los Angeles Dodgers first baseman Shawn Green definitely sit least one game weekend series San Francisco Giants observance Yom Kippur, wait Thursday make final decision. Green said Wednesday there's possibility sit Friday night Saturday afternoon.",1
"Putin fire North Ossetia interior minister, regional FSB head AFP AFP President Vladimir Putin sacked interior minister North Ossetia regional head FSB security service, one week massacre school republic, Kremlin press service said.",1
Red Cross deeply concerned humanitarian law violation Iraq The International Red Cross quot;deeply concerned quot; impact fighting Iraq apparent failure side respect humanitarian laws.,1
"Suspected Islamic insurgent kill 16 people attack near Suspected Islamic militant killed 16 people pre dawn attack south Algerian capital Saturday, official statement said.",1
Sept. 11 DVDs Present Nation Mourning LOS ANGELES One film provides positive message unity. Another dramatizes president's difficult day.,1
"Terror Suspects Appear British Court LONDON Eight suspects, including man identified United States senior al Qaida figure, appeared London court heavy guard Wednesday police investigated alleged plot commit murder cause mayhem chemical, biological radioactive materials. prosecutor also said police searching 100 computer thousand files, suggesting protracted investigation could produce charge suspects, seized raid across England two week ago.",1
Forces Boost Urged Halt Darfur Killings Calls deployment substantial African force Sudan end slaughter Darfur agreed Liberal Democrats today.,1
"14 arrested anti government rally Jeddah Riyadh JEDDAH/RIYADH: Security force detained 14 people Thursday Saudi Arabias main city Jeddah Riyadh, deploying force confront demonstration called dissident Islamist group strictly conservative regime.",1
"Security tightened Madhya Pradesh ;s Chambal belt Security tightened alert sounded entire Chambal belt Madhya Pradesh Saturday following massacre 13 villager dreaded Gadaria dacoit gang, authority discussing new strategy check gang ;s activities.",1
"Acquittal Iran nuclear programme qualified The United Nations UN said Monday that, far knows, Iran diverted nuclear material weapon programme verdict diplomat said undermined.",1
"ASEAN eye European model Vientiane AsiaNews/Agencies This morning Conference Association South East Asian Nations ASEAN opened Vientiane, Laos.",1
"Strong Quake, Aftershocks Hit Japan; Least Dead TOKAMACHI, Japan Reuters powerful earthquake strong aftershock rocked northern Japan, killing least six people, injuring 500 knocking power phone service forcing thousand evacuate, medium said.",1
Conference Urges Iraq To Involve Opposition Representatives two dozen nation international organization attending conference future Iraq pressed country's interim government Tuesday work harder encourage opposition force participate election scheduled January.,1
ETA let small bomb seven Spanish city On anniversary Spanish Constitution yesterday ETA let seven small explosive device many Spanish cities. The blast took place almost simultaneously around 13.30 hour Santillana.,1
"Pardon request draw Chechens ire MOSCOW Amid rising ethnic tension North Caucasus, thousand Tuesday took street Grozny, Chechen capital, protest proposed pardon Russian army colonel murdered young Chechen woman.",1
Bill Overhauling Intelligence Faces Uncertain Fate Senate The Senate opened floor debate today moved toward final vote bill endorsed 9/11 commission leaders.,1
New Vote Confidence European Parliament Tomorrow The European Parliament EP hold vote confidence new member European Union EU Commission led Jose Manuel Barroso tomorrow.,1
"Allawi sound note gravity war BAGHDAD In first speech interim national assembly here, Prime Minister Ayad Allawi gave sobering account Tuesday threat posed insurgency, saying country ;s instability quot;source worry many people quot;.",1
Sharon ;s bold move Gaza Tuesday ;s vote Israeli Knesset favor Prime Minister Ariel Sharon ;s plan unilateral withdrawal settler soldier Gaza historic moment history Israel.,1
"'Final Call' Rebel Iraqi Cleric Shiite Muslim cleric Moqtada Sadr rejected one government's two key demands, increasing prospect intensified military attack militia.",1
Iraqi group threatens kill missing journalist BAGHDAD militant group released video saying kidnapped missing journalist Iraq would kill unless US force left Najaf within 48 hours.,1
"US embassy Haiti closed mark day reflection The US embassy Haiti closed Friday mark national call end violence inthe strife torn country, State Department spokesman Richard Boucher said news briefing.",1
"Queen ;s visit stir Anglo German past The queen, hoping reconciliation Britain Germany, urged two former World War Two foe learn history obsessed past reject national stereotypes.",1
"Suicide Bomber Kills 1, Wounds Jerusalem female Palestinian suicide bomber blew bus stop Jerusalem Wednesday, killing one person seriously wounding least three others, Israeli authority said.",1
"Woman, 79, Accused Cocaine Smuggling AP AP 79 year old woman caught attempting smuggle heroin Colombia flight New York, police said Friday.",1
CBS Says It Can't Vouch Bush Documents CBS admitted today cannot vouch authenticity document used support story questioned President Bush's National Guard service.,1
"First black judge joining British High Court Britain appointed first black High Court judge yesterday predicted would first many. quot; The Department Constitutional Affairs confirmed appointment Linda Dobbs, 53, first black lawyer promoted beyond rank circuit judges, hear lesser cases. Joining High Court give access country's.",1
"S.Africa Says Thatcher Must Answer Equatorial Guinea Reuters Reuters Mark Thatcher must\submit questioning South African court week over\charges involved foiled coup plot oil rich\Equatorial Guinea, Cape High Court ruled Wednesday.",1
"EU agrees membership talk Turkey HAMISH ROBERTSON: In historic decision, leader European Union agreed open membership talk Turkey, Turkish Prime Minister pledged recognise Greek Cypriot Government next year.",1
"Al Baradai Korea The head UN nuclear watchdog said aware nuclear experiment South Korea conducted small, noted agency need make sure repeated.",1
Ukraine ;s color could help tip balance Romania ;s tight vote coincidence could tip scale Romania ;s tightly fought presidential parliamentary election Sunday literally color used two main political party campaign.,1
"Shrugging Off Mutiny, Sharon Rejects Gaza Referendum JERUSALEM Reuters Israeli leader Ariel Sharon rejected call within mutinous cabinet Wednesday referendum leaving Gaza winning parliament's support uproot settlement land claimed Palestinians.",1
"Venezuela Raises Taxes Orinoco Deals By Pascal Fletcher CARACAS, Venezuela Reuters Venezuela Sunday slappedhigher tax foreign oil company operating hugeOrinoco heavy crude belt President Hugo Chavez called adrive tighten sovereign control petroleum resources.",1
"Kerrys Unilateralism Of exchange first presidential debate, University Miami Thursday night, one found perplexing North Korean nuclear issue.",1
"Five killed, score hurt rebel bomb bus India's northeast AFP AFP Five people killed score wounded northeast India militant blew two buses, threw grenade market triggered twin blast railway track, official said.",1
Bahamas put hurricane warning The Bahamas Florida readying latest savage hurricane hit region.,1
Indian politician sent prison Top Hindu nationalist politician Uma Bharti remanded Indian jail charge inciting religious violence 10 year ago.,1
"Indonesian former general heading massive presidential In Indonesia, former general Susilo Bambang Yudhoyono heading massive presidential election victory incumbent Megawati Sukarnoputri.",1
"Iran Hangs Three Drug Smugglers Public Paper TEHRAN Reuters Iran hanged three drug smuggler public square southern province Kerman, Jomhuri ye Eslami newspaper reported Saturday.",1
EU minister fail resolve issue transit camp FLORENCE: Interior minister France Spain Monday shot German proposal set transit camp North Africa process asylum seeker reach Europe.,1
killed Fallujah attack United States force attacked house Fallujah leaving three people dead early Thursday. The target suspected safe house Jordanian born militant Abu Musab al Zarqawi.,1
"Residents clear tonne mud floodwaters recede northern GONAIVES, Haiti Residents clearing away tonne mud northern Haitian city Gonaives, flood killed close 1,200 people Caribbean island left others dependent emergency aid.",1
"NATO seek boost image Middle East Middle East. But result patchy, many Arab world regarding a. social reform Middle East Africa.",1
"Black Watch take Iraq rebel The Black Watch deployed part US Marine expeditionary unit take quot;decisive action quot; insurgent Iraq, Chief Defence Staff General Sir Michael Walker revealed.",1
"Putin plan political overhaul easily pass first vote MOSCOW Russia ;s lower house Parliament took first step Friday toward adopting President Vladimir Putin ;s sweeping overhaul country ;s political system, despite sign popular dissent, particularly region distant capital.",1
"Chavez Pushes Anti Terrorism Plan After Bomb Attack CARACAS, Venezuela Reuters Venezuela's President Hugo Chavez pressed new anti terrorism proposal Saturday car bomb killed top state prosecutor investigating opponent accused backing 2002 coup him.",1
Philippine town mop hit Taiwan Saturday. Hundreds people fled home two people reported missing torrential. Nanmadol killed least 35 people Philippines.,1
UN cut Cyprus peacekeeper The UN Security Council agrees reduce third peacekeeper divided island Cyprus.,1
"21 killed, 96 hurt Iraq car bombing BAGHDAD Insurgents detonated two car bomb gate main US Iraqi headquarters near major hotel yesterday, killing least 21 people wounding 96.",1
Burundi: President Ndayizeye Sacks His Deputy Burundian President Domitien Ndayizeye dismissed Vice President Alphonse Marie Kadege Wednesday failing main mission assisting head state.,1
"Marines Killed Iraq's Anbar Province AP AP Seven U.S. Marines killed two separate incident Iraq's restive Anbar province, military said Monday, day American warplane pounded Fallujah missile insurgent battled coalition force city.",1
"The post Arafat era began long ago JERUSALEM Almost moment Jordanian helicopter took off, lifting Yasser Arafat away prolonged siege Ramallah, heaven opened downpour.",1
"Palestinian ;collaborator killed: Hamas Palestinian accused collaborating Israel assassination Hamas spiritual leader Sheikh Ahmed Yassin March killed today, armed wing militant Islamist group said.",1
"Insurgents Kill National Guards Baghdad, Aid Worker Kidnapped Insurgents fired mortar Iraqi National Guard headquarters north Baghdad. The Defense Ministry say four people killed dozen others injured.",1
"Afghanistan release Taliban prisoner Hundreds Pakistanis fought alongside Taliban US led force released Afghan jail. The 368 prisoners, last 2500 Pakistanis captured overthrow.",1
Video Shows G.I.'s Weapon Cache videotape show huge supply explosive still Al Qaqaa munition complex nine day fall Baghdad.,1
INSURGENTS MASSACRE 49 ARMY RECRUITS The group linked insurgent leader Abu Musab al Zarqawi claimed responsibility massacre 49 unarmed army recruit one bloodiest attack Iraq ;s fledgling security forces.,1
"Pinochet Loses Immunity Chile Chile's Supreme Court yesterday stripped former dictator Augusto Pinochet immunity prosecution, paving way possible trial 88 year old general charge human right abuse 17 year rule.",1
"Russia Blames Terrorism Downed Jet MOSCOW One two Russian airliner crashed nearly simultaneously brought terrorist act, official said Friday, finding trace explosive plane's wreckage. Web site connected Islamic militant claimed action connected Russia's fight Chechen separatist.",1
"Verdict plunge ruling camp turmoil Aside quot;shocked, quot; member ruling party loss word following Constitutional Court ruling party ;s capital relocation plan quot;unconstitutional.",1
"Milosevic War Crimes Trial Resumes The defense Slobodan Milosevic resumed Tuesday, even appeal panel U.N. war crime tribunal considered former Yugoslav president's request fire court appointed lawyer let represent again.",1
"Defense Leaders Faulted Panel Prison Abuse Leadership failure highest level contributed environment detainee abused, panel concluded.",1
"Production Up Japanese Automakers AP AP Production Japan rose three nation's top five automaker September year ago, scandal hit Mitsubishi Motors Corp. well Nissan Motor Co., according figure released Tuesday.",1
Iran Dismisses New Nuke Site Charge 'A New Lie' VIENNA Reuters senior Iranian official said Thursday latest allegation Tehran hiding nuclear site U.N. inspector lie denied U.N. nuclear watchdog even asked visit it.,1
"FCC Proposes \$1.2M Indecency Fine Fox WASHINGTON Federal regulator proposed record indecency fine nearly \$1.2 million Tuesday Fox Broadcasting Co. episode reality series ""Married America."" The Federal Communications Commission cited network April 7, 2003, program, included scene Las Vegas bachelor bachelorette party featuring stripper various sexual situation.",1
"Call bandit death inquiry leading human right group India question police kill country's notorious bandit, Veerappan.",1
Cambodia rush solve succession Cambodia race pas law decide sucession King Sihanouk's abdication announcement.,1
"Thorpedo Sinks Phelps' Shot Record ATHENS, Greece The kid catch Thorpedo catching Mark Spitz, either. Michael Phelps' quest seven gold medal ended three events, doomed another bronze Monday night anticipated race Olympic pool head head showdown Australia's Ian Thorpe 200 meter freestyle.",1
"From Behind Scenes, Rice Stage Administration official said President Bush might name Condoleezza Rice secretary state early Tuesday.",1
British foreign minister arrives troubled Darfur AFP AFP British Foreign Secretary Jack Straw arrived Sudan's violence plagued western region Darfur see plight refugee driven home state sponsored militias.,1
"Zhang Readies Another Martial Arts Saga TORONTO year back, Zhang Yimou bit miffed fellow filmmaker Ang Lee faster draw elevating martial art epic serious cinema. But Lee's ""Crouching Tiger, Hidden Dragon"" broken genre mainstream among Western audiences, Zhang happy follow lead.",1
"Karzai Address Tribal Leaders Afghan President Hamid Karzai plan address tribal leader Thursday need eliminate war ravaged country ;s booming drug trade, aide said.",1
"Concern grows ailing Arafat Medics, aide family rush West Bank fear grow Yasser Arafat's health.",1
Nestle Considering Perrier Sale AP AP Nestle SA said Wednesday considering selling French mineral water brand Perrier trade union blocked plan cut almost 800 jobs.,1
"Congress OKs ;136B Corporate Tax Cut Bill AP AP The Senate shipped President Bush wide ranging ;136 billion corporate tax cut bill disaster aid package Monday, letting lawmaker head home finale presidential congressional campaigns.",1
"Stocks Move Higher As Oil Prices Dip NEW YORK Stocks moved modestly higher Friday dip oil price satisfactory report durable good order cheered investor end losing week. In midafternoon trading, Dow Jones industrial average 39.75, 0.4 percent, 10,078.65.",1
Italy play role Europe's immigration gatekeeper Italy want rest Continent stiffen border patrol asylum guidelines.,1
"Iraqi president appeal aid FAZ Weekly. Iraqi President Ghazi Yawer made important political stop Berlin Thursday, seeing German president, development minister finally chancellor.",1
"UN asks Myanmar engage opposition parties, release Suu Kyi United Nations, Aug 18 The United Nations told ruling military Junta Myanmar process transition democracy national reconciliation lack quot;credibility quot; unless engages opposition political party release.",1
"IAEA chief hope Iran suspend enrichment process The International Atomic Energy Agency IAEA head, Mohammad ElBaradei, Monday expressed hope suspension uranium enrichment included preliminary Iran EU agreement.",1
"Fidel Castro Greets Venezuela's Chavez AP AP Fidel Castro appears recovering well shattering left kneecap breaking right arm fall last month, Venezuelan President Hugo Chavez said visiting Cuban leader.",1
"Egypt, Israel Ink Trade Deal US Israel, Egypt, United States signed trade agreement senior US official called significant trade pact Egypt Israel past 20 years.",1
Sudan Rejects Revised U.N. Darfur Resolution CAIRO Reuters Sudan's foreign minister rejected Wednesday revised U.N. Security Council draft resolution threatening consider sanction Sudan said complicated talk Darfur rebel Khartoum.,1
"Bush May Mean Near Term Gain, Later Pain Blair British Prime Minister Tony Blair may relieved Iraq ally George W. Bush ;s election analyst politician say near term gain could soon give way problem.",1
"Communism, capitalism forge throng Bucharest BUCHAREST, Romania No parking spaces. Crippling traffic jams. Sky high rents. Is London, Rome, Athens? No, Bucharest, communism capitalism conspired make Europe's crowded capital.",1
Sharon open Gaza debate Israeli Prime Minister Ariel Sharon asked Parliament approve unilateral Israeli withdrawal Gaza Strip part West Bank turbulent session Monday.,1
"Germany plan change Iraq policy: Schroeder AFP AFP German Chancellor Gerhard Schroeder renewed firm opposition deploying troop Iraq, spokesman said, slapping hint change policy defense minister.",1
BA plane diverted hoax Dutch police given quot;all clear quot; British Airways flight Berlin London diverted Amsterdam ;s Schiphol airport Dutch fighter jet escort bomb threat.,1
"Eight Terror Suspects Face British Charges LONDON Two suspect allegedly surveillance plan Prudential Building Newark, N.J., mentioned Aug. U.S.",1
MOFA say cross strait issue misinterpreted Minister Foreign Affairs Mark Chen yesterday blamed uneven level democratization Singapore Taiwan Prime Minister Lee Hsien Loong ;s refusal Sunday support Taiwan provoked cross strait conflict.,1
Ivory Coast Rebel Chief Brands Gbagbo War Criminal Reuters Reuters Ivory Coast's rebel chief said on\Thursday wanted President Laurent Gbagbo charged war\crimes West African country's leader called thousands\of foreigner fled mob violence return.,1
"Ch ;vez declares referendum victory, battle over? With record turnout, Venezuela's president survives recall vote, opponent claim fraud.",1
"Argentine Political Exile Wins Claim Damages BUENOS AIRES, Argentina Reuters Argentina's Supreme Court ruled first time Thursday someone fled country fearing political persecution 1970s ""dirty war"" receive damage government.",1
Powell Acknowledges Signs NK ;s Missile Test Following recent report indicating North Korea may preparing test fire missile intelligence agency worldwide keeping tab latest information.,1
"Jordan Indicts Al Zarqawi Conspiracy AMMAN, Jordan Jordan's military prosecutor indicted 13 alleged Muslim militant Sunday, including Abu Musab al Zarqawi one wanted insurgent Iraq al Qaida linked plot attack target Jordan chemical conventional weapons, official said Sunday. Al Zarqawi three others group remain large tried absentia, official said.",1
Nigerian Oil Delta Rebel Awaits 11th Hour Talks ABUJA Reuters rebel fighting autonomy Nigeria's oil producing Niger Delta arrived capital talk President Olusegun Obasanjo Wednesday term end violence helped push crude price record highs.,1
"Bosnia refugee return reach one million UN One million Bosnians, 45 percent fled 1992 war, returned homes, UN refugee agency said Tuesday.",1
Social Security Priority White House AP AP THE PROBLEM: Social Security face ;3.7 trillion shortfall 75 years.,1
"Grief, Rage Argentine Protest Over Fatal Fire BUENOS AIRES, Argentina Reuters Thousands Argentines mourning almost 200 young victim rock club fire took street Buenos Aires Monday angry protest government's safety standards, city mayor resisted pressure resign.",1
"Spice Isle ruin BRIDGETOWN, Barbados There report least 12 people killed 90 per cent home Grenada destroyed Hurricane Ivan left quot;incalculable destruction quot; Caribbean ;Isle Spice ;.",1
Canadians protest Bush visit THOUSANDS Canadians taken street protest US President George Bush began first official visit country.,1
Judge Rules Rumsfeld Cannot Forced Testify Abu Ghraib US military judge ruled Defense Secretary Donald Rumsfeld cannot forced testify court martial Army reservist charged abusing inmate Iraq ;s Abu Ghraib prison.,1
"Germany Rejects Speculation That Iraq Policy May Change German official today reaffirmed policy contributing troop American led coalition Iraq rejected speculation, prompted remark.",1
"Holiday Pals Berlusconi, Blair Cement Ties With bandanna head grin cheeks, Italy ;s flamboyant Premier Silvio Berlusconi playing vacation host Britain ;s Tony Blair Sardinia, unlikely holiday coupling highlight Italian British alliance.",1
Turkey pass penal code aimed clearing way EU TURKEYS parliament met emergency session yesterday approve urgent package reform expected boost country chance starting membership talk European Union.,1
"Iraqi cleric urge march Najaf Iraq ;s respected Shia cleric, Grand Ayatollah Ali al Sistani, made dramatic return country Wednesday urged Iraqi Muslims join march.",1
"Nigerian Senate Orders Shell Unit Pay AP AP Nigeria's Senate ordered subsidiary petroleum giant Royal/Dutch Shell pay Nigerian ethnic group ;1.5 billion oil spill homelands, legislative body can't enforce resolution, official said Wednesday.",1
"U.S. Official: Lebanese Govt. 'Made Damascus' Reuters Reuters Lebanon's new government ""made in\Damascus"" defiance U.N. resolution calling end\to Syria's interference Lebanese affairs, senior U.S.\official quoted Wednesday saying.",1
